Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
KLAC,KLA Corporation,Technology ,S&P 500,48470000000.0,3320000000.0,9210000000.0,9.45,19.03,5.2,1.53,14000.0,Yes,Yes,2.0,15.55,14.52,1.37,5.26,36.05,17.9,20.48,1.7,2.5,4.75,4.75,-4.94,21.91,23.46,6.24,63.9,-3.75,,30.1,21.5,29.1,31.7,Jul 28 Ae6C,-3.53,0.3,-19.37,95.9,-0.74,28.0,99.2,43.3,62.8,39.7,36.1,19.0,-5.88,148230000.0,141590000.0,3.89,3.73,412.74,282.83 - 457.12,-25.47,20.45,43.09,1.56,1480000.0,2309149.0,3.06,-10.63,8.54,6.46,-4.2,-20.79,1.34,12.94,3.08 3.02,357.47,340.68,-4.7
KMDA,Kamada Ltd.,Healthcare ,,218270000.0,,106830000.0,3.99,,,,355.0,Yes,Yes,2.0,12.82,40.58,2.14,2.04,1.22,,,,,,,-3.04,0.38,0.12,0.02,-73.7,20.0,,117.91,,12.8,,Aug 17 e9e6O,-1.65,28.97,0.0,32.59,,,,,,,,,-11.01,44820000.0,22400000.0,1.94,21.11,11.0,4.22 - 6.96,-30.03,15.4,44.8,2.64,20570.0,54210.0,2.31,-8.11,11.44,-11.62,-8.11,-25.99,,0.15,2.94 2.63,5.0,4.87,-2.6
KNBE,"KnowBe4, Inc.",Technology ,,3400000000.0,7500000.0,289200000.0,1.35,1.77,,,1366.0,Yes,Yes,1.9,454.76,73.46,,11.77,14.15,10.78,40.7,1.6,1.6,0.0,0.0,-1.41,0.04,0.26,0.04,-592.3,26.83,-,,,36.0,118.5,Aug 04 e9e6O,7.19,1.7,-2.19,79.7,6.14,1.4,3.5,-4.8,86.1,4.1,2.6,0.0,-5.22,175290000.0,76200000.0,3.36,2.64,23.96,13.78 - 29.50,-35.25,38.61,52.43,0.5,969500.0,483469.0,6.76,-5.49,18.71,8.96,-23.6,-16.74,,0.96,4.71 4.54,19.41,19.1,-1.6
KO,The Coca-Cola Company,Consumer Defensive ,DJIA S&P500,260760000000.0,9570000000.0,41320000000.0,5.31,2.69,1.76,2.91,79000.0,Yes,Yes,2.1,27.49,23.23,4.99,6.31,11.39,22.44,93.03,1.0,1.1,1.82,1.6,-4.44,2.2,2.6,0.64,25.6,5.6,,8.5,-1.6,11.8,-28.1,Jul 26 e9e6O,-4.21,0.66,-1.65,71.3,0.66,10.3,41.2,12.6,58.9,26.3,23.2,57.8,-1.87,4330000000.0,4300000000.0,0.63,2.04,69.8,52.28 - 67.20,-10.01,15.67,34.73,1.38,13200000.0,18249985.0,-1.16,-5.07,-1.42,3.3,7.85,2.13,0.55,1.02,1.84 1.53,62.5,60.47,-3.25
KR,The Kroger Co.,Consumer Defensive ,S&P 500,36310000000.0,1640000000.0,137890000000.0,13.03,1.88,1.04,2.11,420000.0,Yes,Yes,2.8,22.63,11.97,1.94,0.26,3.79,26.27,12.15,0.3,0.8,1.45,1.39,0.62,2.18,4.13,0.81,-33.6,2.38,,1.2,3.6,8.0,390.1,Sep 09 e9e6O,3.12,0.8,-7.6,81.9,-0.6,3.3,17.4,13.6,22.0,2.5,1.2,35.3,-0.49,722000000.0,710390000.0,2.64,3.29,54.88,38.22 - 62.78,-21.36,29.17,52.58,1.22,5710000.0,6961154.0,1.75,4.58,-1.91,-10.92,15.14,9.08,0.48,1.41,4.51 2.69,50.54,49.37,-2.32
KRNT,Kornit Digital Ltd.,Industrials ,,1510000000.0,-19800000.0,315600000.0,18.22,9.66,,,882.0,Yes,Yes,2.0,,76.05,,4.77,1.67,3.15,,7.3,8.5,0.0,0.0,-1.99,-0.4,0.4,-0.18,382.5,633.3,,65.0,24.3,-28.9,-434.3,Aug 10 e9e6O,4.67,0.63,0.0,97.2,-0.47,-2.1,-2.4,1.4,43.4,-8.9,-6.3,,-58.31,49760000.0,49460000.0,4.91,2.33,50.75,20.40 - 181.38,-83.23,49.12,49.78,0.66,1040000.0,687990.0,11.47,-13.7,-12.16,-57.48,-77.93,-80.02,1.74,1.94,5.00 5.44,31.56,30.42,-3.61
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials ,,1500000000.0,-24500000.0,832600000.0,7.42,1.15,,,3300.0,Yes,Yes,2.1,,24.25,,1.8,1.63,10.55,,2.2,2.7,0.37,0.37,-10.72,-0.2,0.5,0.07,-99.9,48.96,,14.9,8.4,9.3,-504.2,Aug 04 Ae6C,-13.12,0.9,-14.88,87.3,1.45,-1.6,-2.7,1.9,27.8,0.4,-3.1,,-26.82,126400000.0,123760000.0,2.7,4.07,21.6,11.73 - 23.71,-48.97,3.15,34.74,0.83,819680.0,678437.0,1.85,-22.34,-13.88,-33.26,-48.82,-37.63,0.81,0.52,3.25 3.58,12.79,12.1,-5.39
L,Loews Corporation,Financial ,S&P 500,13320000000.0,1080000000.0,14010000000.0,62.07,3.99,0.25,0.45,10340.0,Yes,Yes,3.0,12.97,,0.92,0.95,0.9,14.0,4.67,,,0.61,0.55,-2.0,4.31,,,282.6,,,25.7,2.2,-12.7,-74.4,Aug 01 e9e6O,-2.18,0.1,-68.16,62.5,-1.03,1.4,6.4,7.9,,14.3,7.7,5.8,-7.11,245450000.0,198160000.0,1.01,2.34,,51.35 - 68.20,-18.11,8.76,44.04,1.1,858660.0,946474.0,0.94,-4.87,-4.22,-9.44,3.33,-3.31,0.81,1.02,1.77 1.62,57.45,55.85,-2.79
LAW,"CS Disco, Inc.",Technology ,,752250000.0,-50400000.0,131800000.0,4.25,3.82,,,470.0,Yes,Yes,1.5,,,,5.71,2.96,3.3,,11.1,11.1,0.0,0.0,-9.79,-0.86,-0.99,-0.3,-2.9,20.7,,,,14.2,-538.8,Aug 11 Ae6C,-37.36,9.1,-1.76,89.7,-0.81,-17.6,-19.2,-8.9,74.2,-37.7,-38.2,,-54.97,58340000.0,53440000.0,3.62,2.84,27.1,12.78 - 62.96,-80.0,-1.49,32.81,0.86,681390.0,588709.0,-3.23,-6.25,-28.22,-53.09,-78.09,-64.78,,1.35,4.47 5.43,13.85,12.59,-9.1
LBRDK,Liberty Broadband Corporation,Communication Services ,,14610000000.0,,979000000.0,68.71,,,,,Yes,Yes,1.7,43.82,10.82,,14.92,1.38,,,,,,,-10.42,2.17,8.79,1.44,71.2,30.6,-,,,-3.6,475.0,Aug 05 Ae6C,-15.5,6.85,0.01,94.96,,,,,,,,,-27.67,131830000.0,122180000.0,3.56,4.21,148.0,94.85 - 186.91,-49.13,0.24,30.94,0.94,1030000.0,969950.0,-1.46,-20.09,-16.65,-30.97,-48.48,-40.98,,3.29,2.81 2.95,99.41,95.08,-4.36
LBTYA,Liberty Global plc,Communication Services ,,9430000000.0,3810000000.0,7430000000.0,49.41,7.9,,,11200.0,Yes,Yes,1.9,2.62,1056.67,,1.27,0.38,2.41,5.11,1.6,1.6,0.53,0.5,-6.68,7.25,0.02,0.03,937.1,40.7,-,67.8,-5.6,-41.3,-80.5,Jul 28 Ae6C,-9.14,1.2,-4.66,95.9,2.05,10.3,18.6,29.1,57.1,12.4,63.8,0.0,-21.75,501410000.0,444200000.0,0.77,2.75,34.08,18.82 - 30.58,-37.8,1.06,36.39,1.41,1240000.0,1739071.0,-0.37,-13.66,-10.58,-21.92,-33.75,-31.43,1.15,0.55,2.94 2.56,19.81,19.02,-3.99
LBTYK,Liberty Global plc,Communication Services ,,9550000000.0,,7430000000.0,23.54,,,,11200.0,Yes,Yes,2.0,,,,1.29,0.85,,,,,,,-6.68,-2.7,,,,,-,,,-41.3,-75.0,,-8.77,7.11,-0.61,93.55,,,,,,,,,-19.43,298440000.0,277240000.0,3.3,4.54,41.5,19.82 - 30.49,-34.01,1.51,36.72,0.91,2010000.0,1830704.0,0.25,-13.61,-10.1,-19.0,-29.87,-28.37,,0.59,2.54 2.52,20.97,20.12,-4.05
LCID,"Lucid Group, Inc.",Consumer Cyclical ,,24540000000.0,-1871800000.0,181600000.0,2.22,2.82,,,3900.0,Yes,Yes,2.4,,,,135.13,7.25,5.71,,6.7,7.6,0.54,0.54,-1.23,-1.15,-1.09,-0.33,-572.8,11.2,-,,,18326.5,18.3,Aug 03 Ae6C,-10.21,1.7,0.0,71.7,3.34,-26.2,-45.9,-25.9,,,,,-35.99,1670000000.0,1600000000.0,7.47,7.0,24.78,13.25 - 57.75,-72.12,21.51,46.92,1.24,17100000.0,21170355.0,10.2,-13.72,-1.29,-25.29,-19.74,-57.69,,0.88,5.79 4.90,16.55,16.1,-2.72
LDOS,"Leidos Holdings, Inc.",Technology ,S&P 500,12590000000.0,725000000.0,14060000000.0,29.23,2.5,1.44,1.55,43000.0,Yes,Yes,2.1,18.05,13.1,2.73,0.9,3.17,37.14,20.95,0.8,0.9,1.29,1.0,-5.21,5.14,7.08,1.57,20.7,11.25,,17.5,14.3,4.3,4.8,Aug 02 e9e6O,-6.91,0.5,-9.23,80.2,-3.86,5.5,17.7,10.0,14.9,7.9,5.2,27.7,-5.77,137000000.0,135280000.0,0.66,1.26,117.0,81.07 - 111.12,-16.53,14.41,33.65,0.87,707300.0,617185.0,-0.91,-7.31,-6.69,-9.47,-5.59,4.33,0.75,1.86,1.97 1.78,96.25,92.75,-3.64
LHX,"L3Harris Technologies, Inc.",Industrials ,S&P 500,43570000000.0,1910000000.0,16820000000.0,99.35,2.18,4.48,1.98,47000.0,Yes,Yes,,23.33,15.65,4.4,2.59,2.28,103.73,47.0,1.0,1.3,0.37,0.36,-3.28,9.7,14.46,3.4,75.1,7.75,,12.5,24.7,-11.4,20.9,Jul 28 Ae6C,-2.83,0.3,-6.73,85.0,0.58,5.5,9.9,6.2,30.0,12.2,11.4,43.7,-2.79,192100000.0,190620000.0,0.9,1.82,277.42,200.71 - 279.71,-19.08,12.77,40.96,1.57,940340.0,1479585.0,-1.5,-4.4,-2.97,-9.51,-0.96,6.14,0.69,4.94,2.20 2.08,234.75,226.33,-3.59
LI,Li Auto Inc.,Consumer Cyclical ,,28300000000.0,-51200000.0,5300000000.0,6.34,6.9,,,15157.0,Yes,Yes,1.7,,13.86,,5.34,4.23,3.88,21.84,3.1,3.2,0.32,0.19,-7.47,-0.05,1.93,-0.45,61.1,450.0,,,,73.3,-146.0,Aug 15 e9e6O,-18.52,0.04,0.0,28.5,-0.03,-0.5,-0.9,-2.4,22.4,-4.0,-1.0,,-7.98,965400000.0,864070000.0,3.75,2.79,43.35,16.86 - 41.49,-35.41,58.96,35.29,1.47,11600000.0,16994980.0,1.36,-17.51,-7.75,52.27,-9.4,-16.51,,1.62,5.92 5.35,26.06,26.8,2.84
LIN,Linde plc,Basic Materials ,S&P 500,138710000000.0,3550000000.0,32630000000.0,79.18,7.53,4.68,1.64,72438.0,Yes,Yes,1.7,41.42,21.91,4.15,4.25,3.61,37.95,30.13,0.6,0.7,0.4,0.28,-2.44,6.89,13.03,2.93,55.7,9.55,,7.0,23.9,11.5,-54.1,Jul 28 e9e6O,-1.64,0.17,-0.02,84.5,2.96,4.4,8.3,6.4,41.7,14.4,10.9,64.0,-7.43,501030000.0,497470000.0,0.69,1.45,353.3,265.12 - 352.18,-18.91,7.72,45.19,0.73,2380000.0,1742735.0,3.12,-8.34,-5.23,0.08,-8.91,-17.56,0.88,6.33,1.94 1.80,294.51,285.58,-3.03
LKQ,LKQ Corporation,Consumer Cyclical ,S&P 500,13850000000.0,1210000000.0,13170000000.0,19.86,0.97,1.0,1.98,46000.0,Yes,Yes,1.7,12.02,11.81,0.36,1.05,2.54,52.26,19.12,0.7,1.7,0.42,0.41,-7.05,4.2,4.27,0.97,74.9,8.01,,20.0,8.8,-2.7,47.2,Jul 28 e9e6O,-5.43,0.5,-78.88,99.3,-2.2,9.7,21.1,13.1,40.5,12.1,9.2,17.7,-2.82,281400000.0,273150000.0,1.55,2.91,64.44,42.36 - 60.43,-16.47,19.17,35.07,1.06,1460000.0,1535405.0,-1.54,-10.21,5.32,11.78,-0.92,-15.91,1.38,1.31,2.64 2.16,53.66,50.48,-5.93
LLY,Eli Lilly and Company,Healthcare ,S&P 500,293500000000.0,5690000000.0,29070000000.0,9.49,2.86,3.92,1.28,35000.0,Yes,Yes,2.0,48.9,32.53,2.79,10.1,32.3,107.25,120.77,0.8,1.1,1.97,1.72,-2.27,6.27,9.42,1.93,-9.8,17.63,,18.9,5.9,-3.7,-30.9,Aug 04 e9e6O,-3.69,11.0,-2.97,84.4,0.13,11.9,65.8,20.8,76.0,24.1,19.6,58.1,7.08,950170000.0,947670000.0,0.55,1.97,344.66,220.20 - 335.33,-8.6,39.18,44.9,0.86,2630000.0,2262796.0,-0.11,-0.52,5.22,13.93,28.79,10.96,0.38,7.55,2.17 2.37,315.22,306.48,-2.77
LMT,Lockheed Martin Corporation,Industrials ,S&P 500,109280000000.0,4710000000.0,64170000000.0,43.01,6.65,11.2,2.74,114000.0,Yes,Yes,2.5,23.68,14.65,2.47,1.7,9.52,61.57,24.5,1.1,1.3,0.0,1.02,-4.61,17.29,27.95,6.68,-7.1,28.78,,13.5,7.2,-9.3,-82.2,Jul 19 e9e6O,-2.51,0.06,-3.38,76.2,-0.12,9.1,44.8,27.3,13.4,10.8,7.3,63.4,-0.5,265800000.0,264960000.0,0.85,1.87,459.32,324.23 - 479.99,-14.72,26.25,34.75,1.34,1200000.0,1613544.0,-2.02,-5.74,-3.44,-7.9,18.2,15.17,0.65,7.37,1.79 1.74,418.64,409.33,-2.22
LNG,"Cheniere Energy, Inc.",Energy ,,41520000000.0,-2531000000.0,25250000000.0,-14.05,10.5,1.32,0.8,1550.0,Yes,Yes,1.6,,11.13,,1.64,,15.78,9.13,0.7,0.8,,,1.62,-10.0,14.89,4.04,191.2,70.38,-,-28.2,65.4,165.4,323.1,Aug 04 e9e6O,11.79,0.2,-4.37,93.5,1.74,-6.3,91.2,-0.4,4.3,-4.6,-10.0,,27.03,253600000.0,247810000.0,1.29,1.29,183.95,84.19 - 172.25,-3.82,96.78,60.02,2.03,2480000.0,5019770.0,4.47,4.4,29.59,28.94,82.4,63.35,1.12,5.43,2.91 3.12,160.73,165.67,3.07
LNT,Alliant Energy Corporation,Utilities ,S&P 500,15310000000.0,695000000.0,3960000000.0,24.46,0.08,1.71,2.78,3313.0,Yes,Yes,2.5,22.17,21.05,3.52,3.86,2.51,805.93,,0.5,0.6,1.32,1.14,-2.27,2.77,2.92,1.02,6.5,5.23,,9.8,2.0,15.4,10.2,Aug 04 Ae6C,1.23,0.15,0.33,76.4,-1.33,3.7,11.5,6.3,91.3,22.2,17.5,59.8,2.41,250900000.0,250550000.0,1.27,2.44,65.0,54.20 - 65.37,-6.04,13.32,46.48,1.16,1310000.0,1512092.0,0.43,-3.05,7.04,1.81,3.35,-0.08,0.46,1.18,2.05 1.67,63.48,61.42,-3.25
LOGI,Logitech International S.A.,Technology ,,8270000000.0,558500000.0,5330000000.0,14.35,6.67,0.97,1.95,8200.0,Yes,Yes,2.3,15.11,11.64,1.68,1.55,3.47,7.47,28.18,1.5,2.3,0.0,0.0,-4.54,3.3,4.28,0.82,-31.4,15.73,,24.9,19.8,-11.6,-44.2,Jul 25 Ae6C,-7.74,6.7,-0.1,32.5,-14.93,14.1,23.8,26.8,40.4,12.9,10.5,28.4,-25.94,164680000.0,162490000.0,6.22,12.93,,46.45 - 100.78,-50.54,7.32,42.08,1.0,781960.0,779664.0,4.29,-15.69,-3.99,-28.5,-49.71,-39.56,0.98,1.71,2.62 2.40,52.13,49.85,-4.37
LPLA,LPL Financial Holdings Inc.,Financial ,,18410000000.0,505400000.0,8220000000.0,23.07,19.67,1.0,0.43,6099.0,Yes,Yes,2.0,37.37,13.84,1.79,2.24,10.04,11.77,123.97,,,0.0,1.53,2.58,6.2,16.73,2.76,-3.9,58.62,,21.4,13.8,7.4,35.3,Aug 02 Ae6C,10.74,0.7,-20.29,99.43,4.26,6.5,29.4,12.3,98.9,9.4,6.1,15.8,24.46,79950000.0,79290000.0,2.54,3.09,247.89,139.84 - 234.94,-1.46,65.56,63.93,0.89,653170.0,578681.0,4.84,1.73,28.37,44.39,59.67,44.61,0.93,5.85,2.74 2.37,232.0,231.51,-0.21
LPSN,"LivePerson, Inc.",Technology ,,882050000.0,-223400000.0,504900000.0,1.56,5.77,,,1540.0,Yes,Yes,2.0,,50.89,,1.75,7.67,2.07,,2.2,2.2,6.13,6.1,0.14,-2.99,0.23,-0.07,-9.9,179.4,,-31.2,16.1,10.9,-219.0,Aug 08 Ae6C,-11.24,1.3,-1.98,89.6,0.06,-19.4,-97.9,-9.8,64.8,-39.7,-44.3,,-46.33,77290000.0,69920000.0,8.98,6.32,21.78,10.27 - 68.82,-82.62,16.51,47.1,0.85,993970.0,843687.0,10.23,-14.57,-5.6,-43.69,-81.96,-66.52,1.29,0.85,4.92 5.98,12.52,11.96,-4.47
LRCX,Lam Research Corporation,Technology ,S&P 500,58050000000.0,4610000000.0,17230000000.0,45.5,26.5,6.9,1.64,17700.0,Yes,Yes,2.1,12.84,11.78,1.68,3.37,9.24,15.87,33.39,1.8,2.7,0.8,0.8,-8.64,32.75,35.7,9.55,21.8,-5.83,,28.8,16.5,11.8,9.6,Jul 27 Ae6C,-8.52,0.2,-11.46,84.5,-0.01,27.9,74.9,42.5,45.7,31.2,26.7,17.6,-21.04,137990000.0,136680000.0,1.34,1.29,569.83,375.87 - 731.85,-42.55,11.87,37.27,1.32,1420000.0,1879153.0,-1.47,-18.92,-5.95,-10.35,-30.93,-41.53,1.36,18.61,3.20 3.20,447.3,420.48,-6.0
LSCC,Lattice Semiconductor Corporation,Technology ,,7200000000.0,135900000.0,585600000.0,3.17,0.85,,,856.0,Yes,Yes,1.9,53.69,26.18,3.58,12.29,16.31,61.07,41.0,2.2,3.0,0.34,0.3,-9.55,0.96,1.98,0.44,101.2,18.19,,28.4,3.8,28.2,105.8,Aug 01 Ae6C,-8.89,1.2,-20.76,,0.56,18.8,32.7,17.4,65.8,24.1,23.2,0.0,-11.03,137420000.0,134920000.0,2.98,2.42,73.44,43.41 - 85.45,-39.5,19.1,37.9,0.98,1670000.0,1638521.0,0.78,-18.6,13.95,1.35,-19.38,-32.91,1.23,2.33,3.39 3.43,54.51,51.7,-5.16
LULU,Lululemon Athletica Inc.,Consumer Cyclical ,,42510000000.0,1100000000.0,7060000000.0,22.39,3.96,,,29000.0,Yes,Yes,2.1,39.5,29.58,1.65,6.02,15.07,85.23,178.92,0.8,2.0,0.0,0.0,4.33,8.54,11.4,1.96,66.3,15.26,,27.6,21.7,28.8,42.0,Sep 01 Ae6C,9.37,0.3,0.05,88.6,0.65,23.0,40.3,35.6,56.5,21.4,15.6,0.0,1.83,127620000.0,111700000.0,2.2,1.89,381.42,251.51 - 485.83,-30.57,34.12,57.96,1.09,1300000.0,1424269.0,2.9,4.86,21.09,16.62,-20.65,-13.83,1.3,12.5,3.14 3.29,352.74,337.32,-4.37
LYFT,"Lyft, Inc.",Technology ,,5930000000.0,-957100000.0,3700000000.0,2.76,5.15,,,4453.0,Yes,Yes,2.3,,17.19,,1.6,6.12,3.28,,0.9,0.9,0.92,0.85,4.36,-2.77,0.98,0.08,43.5,136.63,-,-5.8,56.4,29.5,-41.9,Aug 04 Ae6C,9.49,1.0,-1.19,79.7,-3.1,-20.0,-77.8,-49.4,33.6,-28.4,-25.9,,-40.9,350530000.0,309170000.0,12.03,2.69,31.71,11.96 - 57.68,-70.74,41.14,54.08,0.94,13800000.0,13024500.0,20.83,-12.99,18.12,-52.3,-67.44,-60.5,1.77,1.15,8.88 6.10,18.19,16.88,-7.2
MA,Mastercard Incorporated,Financial ,S&P 500,312110000000.0,9700000000.0,20860000000.0,6.36,6.63,1.96,0.6,24000.0,Yes,Yes,1.8,32.98,25.74,1.44,14.96,51.17,49.08,40.61,1.3,1.3,2.35,2.23,-3.93,9.87,12.64,2.57,37.4,19.37,,18.9,11.9,21.4,12.4,Jul 28 e9e6O,-4.12,10.8,-1.39,78.4,-0.13,26.5,142.5,39.9,,55.2,46.5,18.8,-6.37,971000000.0,853990000.0,0.47,1.5,423.49,303.65 - 399.92,-18.62,7.18,40.16,0.86,2670000.0,2303764.0,0.42,-8.14,1.78,-0.96,-6.43,-9.43,1.06,7.52,2.00 2.06,338.42,325.44,-3.84
MAA,"Mid-America Apartment Communities, Inc.",Real Estate ,S&P 500,19420000000.0,587400000.0,1890000000.0,51.87,0.53,5.0,2.95,2429.0,Yes,Yes,2.4,33.29,38.07,4.76,10.29,3.27,320.46,42.44,,,0.76,0.76,-3.5,5.09,4.45,1.09,110.0,-11.12,,11.4,9.6,-42.6,-20.2,Jul 27 Ae6C,-3.46,0.6,-5.03,97.3,2.37,5.2,9.9,4.2,60.1,29.0,31.1,82.9,-12.98,115350000.0,114640000.0,1.98,3.85,202.39,158.85 - 231.63,-26.87,6.64,42.3,1.06,588460.0,623153.0,1.19,-9.79,5.34,-17.53,-10.89,-26.17,0.75,3.48,1.69 1.91,173.9,169.4,-2.59
MANH,"Manhattan Associates, Inc.",Technology ,,8760000000.0,118700000.0,711600000.0,3.32,3.44,,,3860.0,Yes,Yes,1.9,75.85,53.46,5.06,12.31,42.4,40.97,48.88,1.4,1.4,0.0,0.0,-2.94,1.86,2.63,0.57,26.6,10.63,,-0.1,1.9,15.5,2.1,Jul 26 Ae6C,4.0,0.8,-7.72,,0.17,22.8,51.9,44.2,54.3,19.8,16.7,0.0,5.1,62950000.0,61870000.0,2.19,4.31,172.6,106.02 - 188.52,-25.33,32.78,48.97,0.88,314970.0,276912.0,2.72,-6.15,26.96,10.15,-12.84,-9.47,1.85,3.74,2.35 2.27,146.47,140.77,-3.89
MANT,ManTech International Corporation,Technology ,,3930000000.0,122300000.0,2620000000.0,41.67,1.14,1.64,1.71,9800.0,Yes,Yes,2.9,32.23,25.45,5.99,1.5,2.3,83.98,50.52,1.7,1.7,0.18,0.18,0.1,2.98,3.77,0.9,12.7,6.92,,17.9,9.8,3.2,-38.0,,0.22,6.1,-78.97,67.1,-5.41,4.8,7.3,7.0,14.9,6.7,4.7,52.7,12.1,40940000.0,27480000.0,3.92,4.24,97.14,66.91 - 96.00,-0.02,43.45,63.63,11.78,254630.0,3000345.0,0.08,0.22,1.24,10.79,19.59,31.61,0.65,0.1,0.05 0.10,95.99,95.98,-0.01
MAR,"Marriott International, Inc.",Consumer Cyclical ,S&P 500,50800000000.0,1740000000.0,17930000000.0,5.4,1.7,1.2,0.76,120000.0,Yes,Yes,2.4,29.86,20.78,0.72,2.83,29.24,93.03,27.21,0.5,0.5,4.96,4.64,-0.76,5.29,7.6,1.67,507.2,17.0,,4.1,-2.1,69.5,60.5,Aug 02 e9e6O,2.54,0.9,-0.7,62.2,-0.32,7.0,118.7,13.0,21.1,14.1,9.7,0.0,-2.28,328200000.0,263780000.0,1.73,2.19,172.0,131.01 - 195.90,-19.41,20.51,50.21,1.09,2080000.0,2260798.0,3.62,-3.77,3.8,-2.4,12.79,-4.45,1.61,4.02,2.44 2.29,163.78,157.88,-3.6
MARA,"Marathon Digital Holdings, Inc.",Financial ,,1470000000.0,-215300000.0,188600000.0,6.03,1.95,,,10.0,Yes,Yes,1.9,,14.36,,7.79,2.13,6.58,,4.0,4.0,1.16,1.11,-3.66,-1.99,0.89,-0.4,-183.7,136.0,,58.7,32.7,-15.0,-60.0,Aug 08 Ae6C,5.8,0.3,6.64,40.4,14.32,-16.7,-31.0,-7.7,51.2,,,,-37.55,109440000.0,107870000.0,23.3,1.28,20.14,5.20 - 83.45,-84.64,146.54,49.66,0.76,19660000.0,14858741.0,15.29,-29.71,92.78,-40.12,-63.98,-60.99,5.34,1.45,9.57 9.67,14.43,12.82,-11.16
MASI,Masimo Corporation,Healthcare ,,7680000000.0,190700000.0,1500000000.0,22.31,,,,2200.0,Yes,Yes,2.5,44.03,28.77,3.7,5.1,6.56,,46.87,1.3,2.1,0.78,0.77,-4.59,3.32,5.09,0.92,-3.8,14.26,,-7.4,11.7,85.3,-62.6,Aug 09 Ae6C,0.27,8.39,0.0,87.7,-1.61,9.0,13.1,14.9,58.6,15.1,12.7,0.0,-16.08,53900000.0,48150000.0,7.16,3.9,162.0,112.07 - 305.21,-52.04,30.61,46.09,1.44,884120.0,1272352.0,2.98,-5.18,13.1,7.85,-45.74,-50.01,0.96,5.83,3.92 3.40,156.5,146.37,-6.47
MASS,908 Devices Inc.,Healthcare ,,571930000.0,-26200000.0,47800000.0,6.4,6.68,,,177.0,Yes,Yes,1.2,,,,11.97,2.8,2.69,,14.7,15.5,0.0,0.07,-7.3,-0.86,-0.96,-0.22,-67.5,1.0,-,,,33.7,5.1,Aug 09 e9e6O,-11.62,6.2,-14.55,85.4,1.48,-11.3,-14.0,-9.6,55.9,-56.1,-54.7,,-4.89,31410000.0,28940000.0,6.48,5.62,26.5,12.60 - 39.33,-54.39,42.38,42.21,1.0,333500.0,334150.0,-1.97,-7.05,32.2,4.85,-50.82,-30.65,,1.51,7.24 7.48,19.54,17.94,-8.19
MAXN,"Maxeon Solar Technologies, Ltd.",Technology ,,1010000000.0,-285700000.0,903100000.0,3.99,3.16,,,4202.0,Yes,Yes,2.3,,,,1.12,5.76,7.28,,0.6,1.1,1.48,1.17,12.78,-7.04,-1.98,-1.56,-16.7,68.5,-,,,35.4,-8.0,Aug 18 Ae6C,35.84,49.6,0.0,39.5,3.53,-26.5,-96.6,-34.1,-8.8,-25.0,-31.6,,66.97,40850000.0,22550000.0,13.09,5.31,23.8,7.48 - 25.39,-9.45,207.35,64.94,1.82,556500.0,1013373.0,18.51,4.88,90.0,97.34,26.53,65.4,,1.88,9.45 8.68,23.0,22.99,-0.04
MCHP,Microchip Technology Incorporated,Technology ,S&P 500,34660000000.0,1540000000.0,7220000000.0,10.79,0.69,1.2,1.91,21000.0,Yes,Yes,2.1,23.16,11.05,2.52,4.8,5.85,91.42,16.47,1.2,1.8,0.0,1.27,-7.07,2.73,5.71,1.34,75.9,0.81,,44.3,14.9,25.1,102.0,Aug 02 Ae6C,-4.62,2.0,-0.11,95.4,0.55,9.5,26.3,11.3,65.9,28.6,21.3,35.2,-11.73,553800000.0,541420000.0,2.5,2.93,86.14,54.33 - 90.00,-29.82,16.25,39.88,1.4,4630000.0,6503879.0,-0.93,-14.31,5.3,-7.29,-21.39,-27.45,1.61,2.34,2.68 3.04,67.42,63.16,-6.32
