,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
AA,Alcoa Corporation,Basic Materials | Aluminum | USA,,9240000000.0,963000000.0,13390000000.0,31.13,9.33,0.4,0.76,12200.0,Yes,Yes,2.1,10.38,7.39,,0.69,1.69,5.64,8.28,1.0,1.8,0.3,0.3,1.61,5.07,7.12,0.76,347.0,-1.4,-,24.8,5.5,28.6,81.5,Jul 20 Ae6C,8.66,0.2,0.0,86.2,-1.11,6.3,20.5,5.0,27.9,12.7,7.2,5.7,-14.43,182000000.0,173820000.0,4.5,1.31,58.22,39.56 - 98.09,-46.36,33.0,54.72,1.22,5970000.0,7252553.0,9.44,-0.62,-5.29,-36.56,10.76,-11.68,2.32,2.7,4.59 4.56,48.86,52.62,7.7
MOS,The Mosaic Company,Basic Materials | Agricultural Inputs | USA,S&P 500,18710000000.0,3250000000.0,16550000000.0,32.69,2.52,0.6,1.07,12525.0,Yes,Yes,2.5,6.41,5.24,0.72,1.13,1.72,22.3,12.17,0.6,1.3,0.34,0.29,0.68,8.78,10.73,3.59,153.6,-19.29,,38.2,11.5,91.8,150.1,Aug 01 Ae6C,9.13,0.2,-12.83,91.3,-2.94,14.4,29.3,12.6,32.0,27.8,19.7,4.7,8.08,359500000.0,344250000.0,2.51,1.48,69.09,30.58 - 79.28,-29.06,83.91,54.05,0.69,5820000.0,4001669.0,6.43,4.17,4.81,-9.57,78.14,43.14,1.59,2.32,3.31 3.23,54.16,56.24,3.84
MPC,Marathon Petroleum Corporation,Energy | Oil & Gas Refining & Marketing | USA,S&P 500,48670000000.0,8180000000.0,160800000000.0,49.45,27.37,2.32,2.32,17700.0,Yes,Yes,1.9,6.75,8.56,0.22,0.3,2.02,3.65,5.55,1.1,1.5,1.02,0.98,-0.18,14.81,11.68,5.98,111.9,-43.77,,-1.8,13.8,81.6,,Aug 02 e9e6O,8.37,0.2,-19.91,81.1,-6.41,9.0,31.2,7.5,12.3,8.1,5.1,15.6,19.64,532000000.0,496970000.0,2.77,2.3,121.62,56.08 - 114.35,-12.54,78.33,55.03,0.59,6000000.0,3567659.0,3.36,5.07,-10.19,28.33,74.69,56.29,1.69,2.91,2.28 2.45,98.45,100.01,1.58
MPWR,"Monolithic Power Systems, Inc.",Technology | Semiconductors | USA,S&P 500,20970000000.0,335700000.0,1500000000.0,30.49,17.31,3.0,0.67,2773.0,Yes,Yes,1.8,64.18,31.5,2.57,13.99,14.67,25.83,82.22,3.8,5.2,0.0,0.0,-7.45,6.97,14.2,3.48,44.5,12.87,,32.1,25.5,57.2,105.6,Aug 01 Ae6C,-2.05,4.1,-4.97,95.7,-0.06,20.4,26.0,18.7,58.1,26.3,22.4,35.2,-0.27,46670000.0,45470000.0,2.47,2.25,574.33,348.02 - 580.00,-22.9,28.5,43.93,0.94,499990.0,472298.0,5.11,-15.94,0.7,9.32,-8.42,-9.35,1.11,20.09,3.55 3.72,438.78,447.2,1.92
MQ,"Marqeta, Inc.",Technology | Software - Infrastructure | USA,,4420000000.0,-187800000.0,639700000.0,2.82,2.96,,,789.0,Yes,Yes,2.2,,,,6.9,2.78,2.65,178.82,7.6,7.6,0.0,0.0,1.96,-0.35,-0.31,-0.09,-402.4,22.0,-,,,52.7,35.5,Aug 10 Ae6C,-9.33,0.31,-5.47,78.4,22.45,-10.5,-12.1,-10.3,45.0,-29.9,-29.4,,-30.44,544700000.0,426490000.0,6.82,2.93,11.73,6.05 - 37.90,-79.29,29.75,47.35,0.7,9910000.0,6908710.0,6.95,-28.96,-21.5,-23.19,-70.93,-54.28,,0.65,5.87 6.71,7.38,7.85,6.37
MRK,"Merck & Co., Inc.",Healthcare | Drug Manufacturers - General | USA,DJIA S&P500,223620000000.0,16640000000.0,57170000000.0,17.09,3.96,2.76,3.16,68000.0,Yes,Yes,2.2,13.32,11.71,1.2,3.91,5.11,22.08,29.46,1.1,1.4,0.73,0.66,-1.89,6.56,7.46,1.75,173.5,1.24,,28.2,4.1,28.0,225.1,Jul 28 e9e6O,-3.19,0.1,0.0,76.3,1.86,16.1,41.9,15.5,70.8,33.0,29.0,41.5,3.76,2530000000.0,2530000000.0,0.78,2.05,100.14,70.89 - 95.72,-8.75,23.2,43.54,0.78,9620000.0,7470402.0,0.22,-2.07,-0.75,12.13,18.31,13.96,0.34,1.57,1.67 1.67,87.42,87.34,-0.09
MRNA,"Moderna, Inc.",Healthcare | Biotechnology | USA,S&P 500,55810000000.0,14050000000.0,23000000000.0,45.42,20.13,,,2700.0,Yes,Yes,2.5,4.34,17.5,,2.43,3.13,7.07,6.06,1.7,2.0,0.04,0.04,-3.13,32.8,8.13,4.81,-1.8,-69.54,-,111.1,179.4,9.1,-18.7,Aug 03 e9e6O,-10.38,5.4,-10.15,64.1,-1.64,56.6,94.8,81.9,82.3,68.0,61.1,0.0,-18.26,396000000.0,353820000.0,4.23,3.01,221.4,115.61 - 464.85,-69.39,23.07,45.31,0.7,4980000.0,3495936.0,2.4,-18.36,6.15,1.98,-68.79,-43.98,1.69,7.79,4.25 4.80,141.28,142.28,0.71
MRO,Marathon Oil Corporation,Energy | Oil & Gas E&P | USA,S&P 500,17310000000.0,3100000000.0,7330000000.0,16.4,1.77,0.32,1.21,1531.0,Yes,Yes,2.3,6.25,6.19,0.38,2.36,1.61,14.89,5.3,1.1,1.2,0.35,0.32,5.25,4.22,4.26,1.28,165.5,-14.13,,19.8,10.1,101.8,1244.3,Aug 03 Ae6C,12.84,0.3,-39.95,78.9,-5.87,17.6,28.0,7.5,91.8,42.1,42.3,6.9,15.68,703000000.0,676270000.0,2.84,1.12,31.83,11.02 - 33.24,-20.72,139.11,60.0,0.71,17170000.0,12207029.0,5.74,17.95,-15.68,10.34,132.16,60.48,2.48,1.09,3.08 3.79,25.61,26.35,2.89
MRVL,"Marvell Technology, Inc.",Technology | Semiconductors | USA,,42600000000.0,-217800000.0,5520000000.0,18.25,0.72,0.24,0.48,6729.0,Yes,Yes,1.9,,17.62,,7.72,2.73,69.04,60.09,0.9,1.4,0.3,0.25,-1.97,-0.26,2.82,0.59,-27.4,22.05,,-41.4,14.2,41.0,101.5,Aug 25 Ae6C,-1.57,0.3,-9.76,86.2,1.54,-1.0,-1.4,-1.4,50.9,2.0,-3.9,,-21.96,850900000.0,847640000.0,1.89,1.6,75.87,41.07 - 93.85,-47.0,21.11,48.88,1.09,9980000.0,10901301.0,8.2,-9.55,-11.93,-23.77,-18.79,-43.15,1.51,2.49,4.08 4.34,48.15,49.74,3.3
MSFT,Microsoft Corporation,Technology | Software - Infrastructure | USA,DJIA S&P500,2005740000000.0,72740000000.0,198270000000.0,22.29,13.81,2.48,0.94,221000.0,Yes,Yes,1.7,27.42,22.16,1.78,10.12,11.86,19.15,42.66,1.7,1.8,0.39,0.37,-3.58,9.64,11.94,2.32,19.8,17.86,,24.3,15.5,12.4,2.8,Jul 26 Ae6C,-2.06,0.07,-2.27,72.1,-0.0,21.0,45.4,31.3,68.4,42.0,36.7,24.9,-8.49,7470000000.0,7430000000.0,0.51,1.51,333.0,241.51 - 349.67,-24.37,9.5,44.89,0.88,25170000.0,22033897.0,1.56,-8.54,-0.12,-7.4,-11.03,-21.37,0.95,5.9,2.54 1.94,258.52,264.46,2.3
MSTR,MicroStrategy Incorporated,Technology | Software - Application | USA,,3000000000.0,-1319200000.0,503900000.0,-16.55,6.06,,,2158.0,Yes,Yes,2.0,,145.14,,5.95,,43.22,80.85,0.8,0.8,,,-4.0,-117.62,1.8,0.27,-166.5,107.8,,-54.4,-0.1,-2.6,-206.1,Aug 02 Ae6C,1.11,0.1,288.14,75.7,3.15,-41.4,-249.3,-16.2,80.7,,,,-29.79,11300000.0,9330000.0,32.8,3.93,500.67,134.09 - 891.38,-70.61,95.37,50.94,1.17,778290.0,910344.0,18.58,-21.99,20.3,-37.79,-59.11,-51.89,2.27,21.81,8.15 7.23,234.5,261.97,11.71
MTCH,"Match Group, Inc.",Communication Services | Internet Content & Information | USA,S&P 500,17700000000.0,111300000.0,3200000000.0,-1.59,1.66,,,2500.0,Yes,Yes,1.8,182.55,30.28,8.51,5.53,,37.43,34.94,1.3,1.3,,,3.13,0.34,2.06,0.41,-55.9,49.09,,6.6,21.7,12.2,-124.8,Aug 02 Ae6C,-6.09,0.3,1.91,99.9,-1.14,2.3,-52.5,11.6,70.5,20.3,3.5,0.0,-33.45,285130000.0,278790000.0,3.18,2.82,86.14,53.19 - 182.00,-65.8,17.04,51.64,1.16,3140000.0,3648698.0,12.26,-5.75,-22.59,-34.41,-60.53,-52.93,0.86,3.38,4.95 4.32,59.15,62.25,5.24
MTDR,Matador Resources Company,Energy | Oil & Gas E&P | USA,,6790000000.0,1040000000.0,2550000000.0,21.41,1.98,0.4,0.69,286.0,Yes,Yes,2.0,6.71,5.47,0.65,2.67,2.72,29.48,4.3,1.3,1.3,0.0,0.52,-1.99,8.69,10.66,2.76,196.1,-5.21,,45.8,44.5,164.1,289.6,Jul 26 Ae6C,8.42,0.6,0.03,94.1,-2.15,23.4,50.5,20.9,76.9,57.3,40.9,2.0,17.01,118100000.0,111190000.0,8.3,6.8,77.3,27.60 - 67.78,-13.96,111.3,51.72,0.75,1360000.0,1012457.0,1.34,1.85,-11.85,7.48,103.49,57.96,3.64,2.74,3.59 4.05,56.5,58.32,3.22
MTLS,Materialise NV,Technology | Software - Application | Belgium,,754880000.0,14300000.0,219000000.0,3.96,2.81,,,2332.0,Yes,Yes,2.4,52.14,89.86,,3.45,3.2,4.51,38.91,2.1,2.3,0.39,0.29,3.89,0.24,0.14,0.0,275.3,252.5,-,41.3,12.4,14.6,-75.0,Jul 28 e9e6O,-4.24,2.37,0.0,29.6,-1.03,3.5,6.2,3.5,57.3,3.9,6.5,0.0,-28.09,59060000.0,8000000.0,5.18,2.22,19.58,11.13 - 27.55,-54.01,13.84,52.56,0.7,186610.0,130547.0,10.17,-9.69,-10.08,-34.59,-48.07,-46.92,0.76,0.64,4.29 4.76,12.31,12.67,2.92
MTRX,Matrix Service Company,Energy | Oil & Gas Equipment & Services | USA,,153140000.0,-90100000.0,682000000.0,7.95,1.28,,,2717.0,Yes,Yes,1.5,,,,0.22,0.72,4.49,,1.3,1.4,0.0,0.0,1.12,-3.37,-0.07,-0.3,-10.9,96.1,,-26.9,-12.5,19.4,-115.0,Sep 12 Ae6C,8.31,3.6,0.0,82.0,-3.5,-19.9,-34.8,-12.9,-0.1,-12.6,-12.9,,-14.09,26780000.0,25980000.0,1.0,0.95,12.5,4.24 - 11.76,-51.19,35.28,55.42,0.22,274730.0,59490.0,4.36,4.55,-13.16,-34.4,-46.7,-23.67,1.61,0.23,3.14 4.16,5.61,5.74,2.32
MTTR,"Matterport, Inc.",Technology | Software - Application | USA,,1370000000.0,-321700000.0,111700000.0,2.23,1.58,,,485.0,Yes,Yes,2.3,,,,12.28,2.04,2.88,,10.1,10.2,0.0,0.0,-6.71,-1.51,-0.38,-0.13,-692.1,24.0,,,,-3.4,-58.4,Aug 10 Ae6C,1.68,1.4,-45.13,45.8,28.3,-46.2,-72.9,-55.0,43.9,,,,-50.41,283400000.0,272410000.0,12.31,5.97,8.83,3.51 - 37.60,-87.87,29.91,48.09,0.49,5620000.0,2748353.0,2.7,-12.14,1.11,-35.96,-74.18,-77.91,,0.37,6.44 7.38,4.54,4.56,0.44
MU,"Micron Technology, Inc.",Technology | Semiconductors | USA,S&P 500,64470000000.0,9910000000.0,32390000000.0,44.32,9.11,0.46,0.8,43000.0,Yes,Yes,2.1,6.55,14.64,13.65,1.99,1.3,6.3,14.38,2.4,3.2,0.14,0.14,-2.93,8.77,3.92,0.77,116.2,-52.13,,84.3,17.4,16.4,54.6,Sep 29 Ae6C,-4.03,0.26,-0.74,82.6,-0.96,15.9,21.2,11.6,46.9,34.1,30.6,3.4,-22.42,1110000000.0,1100000000.0,2.98,1.94,74.67,51.40 - 98.45,-41.66,11.75,46.1,0.82,16900000.0,13899373.0,0.23,-6.45,-13.0,-24.14,-21.17,-38.34,1.29,2.22,3.55 3.46,55.39,57.44,3.7
MUSA,Murphy USA Inc.,Consumer Cyclical | Specialty Retail | USA,,6830000000.0,548500000.0,21250000000.0,31.84,10.19,1.28,0.44,6245.0,Yes,Yes,2.7,13.27,20.33,2.95,0.32,9.09,28.41,11.16,0.7,1.0,2.37,2.35,-1.51,21.81,14.23,5.37,14.1,-37.55,,21.7,8.4,51.9,57.4,Jul 27 Ae6C,3.98,1.4,-29.41,89.8,0.29,13.2,68.9,18.2,10.1,3.8,2.6,5.1,28.66,23950000.0,21360000.0,9.4,6.15,265.4,145.24 - 303.09,-4.53,99.24,51.41,0.62,326510.0,203441.0,-0.46,1.82,20.08,64.6,90.49,45.24,0.88,7.03,2.17 2.52,289.53,289.37,-0.06
MYNA,Mynaric AG,Technology | Communication Equipment | Germany,,148380000.0,,6970000.0,3.35,,,,248.0,No,Yes,,,,,21.29,2.23,,,,,,,-6.08,-2.11,,,,,-,,,-43.6,,,-8.21,0.1,0.0,21.36,,,,,,,,,-26.19,5240000.0,5240000.0,0.08,0.53,23.25,6.50 - 22.00,-66.09,14.77,43.4,0.3,8180.0,2427.0,3.47,-16.37,-12.24,-22.29,,-41.35,,0.48,6.44 5.69,7.36,7.46,1.36
MYPS,"PLAYSTUDIOS, Inc.",Communication Services | Electronic Gaming & Multimedia | USA,,463750000.0,-7900000.0,281300000.0,2.32,1.7,,,504.0,Yes,Yes,2.2,,,,1.65,1.54,2.1,13.56,7.0,7.0,0.0,0.0,-5.37,-0.08,-0.06,-0.02,-15.6,135.3,-,,,-3.4,153.1,Aug 09 Ae6C,-8.78,0.3,125.26,25.6,26.61,-2.4,-2.7,-0.9,69.4,-6.4,-2.8,,-21.51,127190000.0,64920000.0,3.44,3.96,5.12,3.24 - 6.60,-45.76,10.49,43.69,0.39,563480.0,219333.0,1.7,-9.6,-40.63,-11.39,-26.03,-9.37,,0.23,4.30 6.30,3.44,3.58,4.07
NABL,"N-able, Inc.",Technology | Information Technology Services | USA,,1820000000.0,13400000.0,360400000.0,3.37,0.48,,,1448.0,Yes,Yes,2.0,136.49,28.45,,5.06,3.0,21.04,52.36,2.5,2.5,0.56,0.55,0.48,0.07,0.35,0.07,101.5,11.64,-,,,7.4,720.9,Aug 11 e9e6O,3.88,1.6,-0.7,99.8,1.91,1.3,2.2,2.3,85.0,11.0,3.7,0.0,-1.51,180030000.0,179040000.0,1.08,4.18,11.33,8.12 - 15.77,-35.95,24.38,53.54,0.25,464270.0,115810.0,2.43,-2.13,-4.36,-6.48,-26.44,-9.01,,0.37,2.91 4.16,9.9,10.1,2.02
NCNO,"nCino, Inc.",Technology | Software - Application | USA,,3620000000.0,-65100000.0,305700000.0,9.43,0.73,,,1681.0,Yes,Yes,2.1,,1382.31,,11.83,3.81,49.19,,0.9,0.9,0.03,0.03,8.03,-0.63,0.03,-0.03,-10.6,100.0,,,,49.8,-72.5,Sep 01 Ae6C,8.44,2.0,-14.07,91.9,0.05,-7.0,-8.8,-4.3,59.0,-31.1,-25.7,,-12.38,110390000.0,108470000.0,5.1,8.29,41.5,23.94 - 79.43,-54.75,50.13,58.95,1.45,667250.0,967210.0,22.41,-8.03,5.64,-28.66,-51.91,-34.49,,2.19,8.41 5.75,34.09,35.94,5.43
NCR,NCR Corporation,Technology | Information Technology Services | USA,,4440000000.0,62000000.0,7800000000.0,10.03,2.88,,,38000.0,Yes,Yes,1.8,76.52,9.07,19.13,0.57,3.2,11.16,5.87,0.8,1.1,4.09,4.01,-0.04,0.42,3.54,0.79,296.9,26.49,,-17.1,1.8,19.1,321.9,Jul 27 Ae6C,1.06,0.3,0.0,98.4,5.38,0.6,5.2,3.6,24.4,4.8,0.9,0.0,-11.89,136600000.0,131870000.0,9.05,5.38,41.71,27.05 - 45.92,-30.01,18.82,51.5,0.46,2220000.0,1022950.0,4.28,-6.71,-1.92,-14.75,-21.3,-20.05,1.51,1.15,3.18 3.38,31.03,32.14,3.58
NEM,Newmont Corporation,Basic Materials | Gold | USA,S&P 500,33640000000.0,742000000.0,12370000000.0,26.98,5.59,2.2,5.1,14400.0,Yes,Yes,2.0,46.22,17.66,,2.72,1.6,7.72,52.89,2.1,2.8,0.29,0.28,-1.2,0.93,2.44,0.69,-58.1,-2.28,-,39.3,12.8,-0.2,-40.2,Jul 25 e9e6O,-11.26,0.1,-16.26,85.0,1.91,2.0,3.6,0.5,51.1,6.2,6.4,220.4,-30.88,794000000.0,792370000.0,1.48,1.29,63.78,40.27 - 86.37,-50.02,7.2,41.2,0.87,9120000.0,7913023.0,5.52,-5.62,-33.15,-44.14,-24.67,-30.39,0.3,1.24,3.05 2.62,42.39,43.17,1.84
NET,"Cloudflare, Inc.",Technology | Software - Infrastructure | USA,,21780000000.0,-289800000.0,812600000.0,1.79,4.96,,,3063.0,Yes,Yes,2.3,,765.47,,26.8,36.78,13.27,,5.5,5.5,2.47,2.47,-2.12,-0.91,0.09,0.0,-109.3,168.75,-,-69.8,50.6,53.9,-69.6,Aug 04 Ae6C,11.82,0.1,-76.64,88.9,1.0,-12.2,-41.9,-10.7,77.5,-30.1,-35.7,,-27.18,325200000.0,262230000.0,5.01,2.56,100.48,38.96 - 221.64,-70.3,68.97,54.41,0.94,5140000.0,4854430.0,10.97,-16.26,27.58,-32.5,-48.57,-49.94,,4.25,5.40 5.47,62.58,65.83,5.19
NEWR,"New Relic, Inc.",Technology | Software - Infrastructure | USA,,4270000000.0,-222200000.0,821500000.0,4.65,13.01,,,2217.0,Yes,Yes,2.4,,97.44,,5.19,13.77,4.92,133.34,1.1,1.1,1.61,0.0,0.74,-3.4,0.66,-0.06,-22.9,630.0,,-26.8,24.4,19.9,38.9,Aug 04 Ae6C,6.26,5.7,-6.75,88.2,-1.36,-16.5,-67.8,-27.9,68.2,-25.6,-27.1,,-11.15,66420000.0,54120000.0,2.91,2.1,71.44,41.66 - 129.70,-50.64,53.67,55.74,0.66,751070.0,494540.0,9.72,-7.22,29.33,3.61,-18.86,-41.78,0.96,2.28,3.33 3.24,62.78,64.02,1.98
NFE,New Fortress Energy Inc.,Utilities | Utilities - Regulated Gas | USA,,11500000000.0,209600000.0,2040000000.0,8.99,0.69,0.4,0.7,671.0,Yes,No,1.6,59.35,13.14,,5.63,6.36,83.16,,1.1,1.2,2.21,2.16,-2.61,0.96,4.35,0.58,128.2,152.41,-,34.9,128.2,161.3,,Aug 04 e9e6O,13.76,0.7,-41.52,49.0,8.02,3.0,11.3,3.8,55.3,27.5,10.3,29.8,53.16,209670000.0,93950000.0,6.23,5.43,64.22,19.17 - 63.06,-9.37,198.12,53.86,1.54,1080000.0,1657394.0,5.93,1.64,27.45,90.37,97.48,136.74,1.53,2.7,4.87 4.47,58.79,57.15,-2.79
NFLX,"Netflix, Inc.",Communication Services | Entertainment | USA,S&P 500,105680000000.0,4840000000.0,31030000000.0,42.91,12.86,,,11300.0,Yes,Yes,2.7,21.86,21.74,2.33,3.41,5.44,18.16,659.65,1.0,1.0,0.75,0.75,0.42,10.69,10.74,2.12,81.3,6.79,,90.5,27.5,8.6,7.7,Jul 19 Ae6C,7.88,1.5,0.0,78.2,-2.99,11.4,30.1,16.7,40.6,19.1,16.4,0.0,-30.65,444560000.0,438250000.0,2.37,1.07,256.23,162.71 - 700.99,-66.68,43.55,54.86,0.69,9680000.0,6686361.0,1.53,-4.32,21.17,-34.53,-60.91,-61.23,1.34,9.44,4.05 3.70,227.44,233.57,2.7
NI,NiSource Inc.,Utilities | Utilities - Regulated Gas | USA,S&P 500,12440000000.0,667800000.0,5420000000.0,13.97,0.19,0.94,3.09,7272.0,Yes,Yes,1.9,19.82,19.65,2.71,2.29,2.18,159.91,155.9,0.5,0.6,1.78,1.68,-0.51,1.54,1.55,0.12,773.1,6.68,,4.4,1.8,20.0,10.0,Aug 03 e9e6O,2.23,0.1,0.0,97.8,2.5,2.8,12.4,5.8,67.2,21.7,12.3,54.9,4.3,406400000.0,404420000.0,2.99,3.13,32.33,23.65 - 32.58,-6.52,28.79,53.23,0.61,3860000.0,2338429.0,2.46,0.1,0.76,1.8,21.65,10.32,0.38,0.57,1.87 1.69,30.24,30.46,0.73
NICE,NICE Ltd.,Technology | Software - Application | Israel,,13850000000.0,226100000.0,2070000000.0,44.79,22.01,,,7102.0,Yes,Yes,1.5,62.79,25.51,5.11,6.7,4.74,9.65,34.77,2.0,2.0,0.23,0.16,-2.66,3.38,8.33,1.87,0.0,11.76,,8.2,13.6,16.4,47.0,Aug 18 e9e6O,0.27,0.13,0.0,66.2,-0.56,4.9,8.0,6.1,68.2,14.0,10.9,0.0,-7.77,63810000.0,63480000.0,2.87,8.4,277.73,179.13 - 319.88,-33.59,18.59,47.41,0.49,217130.0,105833.0,1.1,-7.13,4.57,-1.63,-29.42,-30.03,0.85,5.85,2.25 2.82,210.84,212.43,0.75
NIO,NIO Inc.,Consumer Cyclical | Auto Manufacturers | China,,33920000000.0,-1089200000.0,5510000000.0,3.02,4.04,,,15204.0,Yes,Yes,1.7,,,,6.15,6.34,4.74,,1.9,2.0,0.55,0.33,-1.14,-0.68,-1.09,-1.15,-41.7,70.1,,-14.4,,24.2,64.2,Sep 07 e9e6O,-4.62,0.47,0.0,37.6,0.64,-9.9,-25.2,-8.8,17.6,-16.8,-19.8,,-14.96,1620000000.0,1510000000.0,3.84,1.16,35.15,11.67 - 44.27,-56.72,64.18,49.48,1.1,50000000.0,54835118.0,1.97,-4.44,1.81,7.82,-50.17,-39.52,1.96,1.2,6.38 5.92,17.68,19.16,8.37
NIU,Niu Technologies,Consumer Cyclical | Auto Manufacturers | China,,456370000.0,18000000.0,523500000.0,2.14,1.44,,,702.0,Yes,Yes,1.6,27.36,7.0,6.64,0.87,2.52,3.75,,1.3,1.7,0.27,0.0,-11.53,0.2,0.77,,32.0,75.0,,23.0,59.9,-12.4,-84.1,Aug 15 e9e6O,-18.63,,,43.7,-3.07,5.1,9.9,9.9,20.6,2.4,3.4,0.0,-49.12,87930000.0,68570000.0,0.84,0.88,15.34,4.88 - 29.56,-81.77,10.45,38.06,0.87,654830.0,568460.0,-9.41,-18.09,-35.6,-42.9,-81.23,-66.54,0.54,0.37,7.14 6.08,5.15,5.39,4.66
NLOK,NortonLifeLock Inc.,Technology | Software - Infrastructure | USA,S&P 500,12840000000.0,855000000.0,2820000000.0,-0.52,2.29,0.5,2.2,2700.0,Yes,Yes,2.4,15.8,11.67,1.95,4.56,,9.95,20.58,0.6,0.6,,,-2.26,1.44,1.95,0.45,21.9,6.86,,41.7,-7.0,3.1,8.1,Aug 04 Ae6C,-4.06,0.3,147.53,95.48,-4.75,12.8,-473.7,21.9,85.5,34.8,30.4,34.0,-10.36,578000000.0,569140000.0,3.17,3.04,26.76,21.55 - 30.92,-26.48,5.48,43.88,2.54,5930000.0,15045022.0,0.66,-6.61,-6.35,-18.59,-16.98,-12.51,0.67,0.66,3.45 2.19,23.39,22.73,-2.82
NNDM,Nano Dimension Ltd.,Technology | Computer Hardware | Israel,,753840000.0,-224600000.0,20100000.0,3.88,4.46,,,345.0,Yes,Yes,2.0,,,,37.5,0.71,0.62,,36.2,36.7,0.01,0.01,-11.37,-0.86,,,28.1,,-,40.6,196.2,1186.1,,Sep 01 e9e6O,-14.67,0.83,0.0,25.7,13.21,-17.8,-18.4,-16.2,9.3,,,,-19.19,273130000.0,255280000.0,7.97,6.8,,2.17 - 6.74,-59.08,27.19,38.37,0.72,2990000.0,2158332.0,-0.72,-20.0,-10.39,-18.1,-56.26,-27.37,1.93,0.17,7.63 5.33,2.7,2.76,2.22
NNOX,Nano-X Imaging Ltd.,Healthcare | Medical Devices | Israel,,618020000.0,-76800000.0,5300000.0,5.03,1.7,,,186.0,Yes,Yes,2.3,,,,116.61,2.41,7.13,,2.2,2.2,0.01,0.01,-13.29,-1.51,-1.59,-0.42,-4.3,10.3,-,,,,-32.2,Aug 16 e9e6O,-8.06,15.34,0.0,20.9,49.55,-24.6,-29.5,-20.8,-97.6,,,,-0.56,52190000.0,44210000.0,14.49,12.78,36.75,8.23 - 28.60,-57.59,47.39,40.88,0.73,501050.0,364355.0,-5.75,-13.79,19.63,26.88,-48.65,-16.57,,0.83,5.34 6.57,11.64,12.13,4.21
NOC,Northrop Grumman Corporation,Industrials | Aerospace & Defense | USA,S&P 500,76560000000.0,5670000000.0,34960000000.0,87.84,7.5,6.92,1.41,88000.0,Yes,Yes,2.4,13.68,18.19,2.24,2.19,5.59,65.49,,1.2,1.3,0.94,0.94,1.39,35.92,27.02,6.11,128.8,9.24,,30.9,7.6,-3.8,-5.6,Jul 28 e9e6O,3.62,0.2,-4.48,84.6,0.4,13.5,44.3,14.3,20.9,10.4,16.2,17.8,12.71,155400000.0,154380000.0,0.95,2.02,509.53,344.89 - 497.20,-1.16,42.48,59.09,0.97,722900.0,702857.0,2.31,3.86,6.15,10.53,37.73,26.96,0.61,9.31,2.00 1.82,489.73,491.41,0.34
NOVA,Sunnova Energy International Inc.,Technology | Solar | USA,,3300000000.0,-112300000.0,346700000.0,11.35,1.78,,,736.0,Yes,Yes,1.9,,,,9.51,2.48,15.84,,1.3,1.7,3.19,3.07,8.21,-0.99,-1.18,-0.22,56.6,9.3,-,,,120.7,42.9,Jul 27 Ae6C,19.78,0.8,-26.85,,9.14,-1.9,-9.3,-1.5,51.6,-15.6,-32.4,,24.1,114550000.0,101710000.0,18.4,5.7,38.95,12.47 - 46.40,-39.38,125.58,61.96,0.6,3280000.0,1957772.0,15.62,-4.51,26.09,15.24,-19.63,0.75,,1.82,7.25 6.09,27.9,28.13,0.82
NOW,"ServiceNow, Inc.",Technology | Software - Application | USA,S&P 500,94080000000.0,184000000.0,6600000000.0,20.87,19.15,,,16881.0,Yes,Yes,1.7,518.8,50.84,19.55,14.25,22.52,24.54,46.53,1.1,1.1,0.35,0.35,1.66,0.91,9.25,1.85,93.4,26.61,,19.6,33.5,24.3,-66.2,Jul 27 Ae6C,1.52,0.1,-25.51,91.0,1.43,1.7,4.8,4.5,77.5,3.3,2.8,0.0,-9.98,200960000.0,,,2.41,558.82,406.47 - 707.60,-33.57,15.64,55.26,0.86,1600000.0,1387129.0,9.17,-8.94,-4.51,-11.91,-27.71,-27.59,0.94,16.47,3.46 2.99,450.77,470.03,4.27
NRIX,"Nurix Therapeutics, Inc.",Healthcare | Biotechnology | USA,,763350000.0,-154500000.0,38700000.0,5.94,6.16,,,242.0,Yes,Yes,1.7,,,,19.72,2.67,2.58,,4.2,4.2,0.0,0.0,-1.43,-3.46,-3.83,-0.93,-145.6,0.3,-,,,60.6,-67.9,,-2.15,0.2,-5.68,96.31,13.43,-34.3,-47.9,-34.5,,,,,-6.73,44900000.0,37560000.0,13.6,10.5,37.6,7.52 - 37.42,-57.6,111.04,48.35,0.65,486790.0,314548.0,-3.17,-19.89,44.93,13.36,-56.75,-45.18,,1.16,5.51 7.20,16.0,15.87,-0.81
